N,E,R,time
175,100,20,16
175,100,20,16
175,100,20,12
175,100,20,12
175,100,20,11
175,100,20,12
175,100,20,11
175,100,20,14
175,100,20,12
175,100,20,14
175,100,20,13
175,100,20,16
175,100,20,10
175,100,20,11
175,100,20,17
175,100,20,12
175,100,20,15
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,13
175,100,20,13
175,100,20,11
175,100,20,21
175,100,20,13
175,100,20,11
175,100,20,14
175,100,20,10
175,100,20,14
175,100,20,11
175,100,20,9
175,100,20,17
175,100,20,14
175,100,20,10
175,100,20,12
175,100,20,13
175,100,20,16
175,100,20,13
175,100,20,11
175,100,20,10
175,100,20,13
175,100,20,11
175,100,20,10
175,100,20,17
175,100,20,16
175,100,20,12
175,100,20,12
175,100,20,12
175,100,20,10
175,100,20,9
175,100,20,12
175,100,20,14
175,100,20,12
175,100,20,17
175,100,20,11
175,100,20,11
175,100,20,15
175,100,20,17
175,100,20,14
175,100,20,16
175,100,20,13
175,100,20,12
175,100,20,14
175,100,20,13
175,100,20,14
175,100,20,11
175,100,20,9
175,100,20,10
175,100,20,17
175,100,20,20
175,100,20,16
175,100,20,10
175,100,20,11
175,100,20,15
175,100,20,14
175,100,20,11
175,100,20,12
175,100,20,10
175,100,20,14
175,100,20,17
175,100,20,12
175,100,20,11
175,100,20,12
175,100,20,13
175,100,20,16
175,100,20,13
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,21
175,100,20,15
175,100,20,11
175,100,20,17
175,100,20,20
175,100,20,14
175,100,20,11
175,100,20,18
175,100,20,12
175,100,20,14
175,100,20,11
175,100,20,11
175,100,20,9
175,100,20,10
175,100,20,14
175,100,20,14
175,100,20,14
175,100,20,14
175,100,20,16
175,100,20,11
175,100,20,10
175,100,20,11
175,100,20,16
175,100,20,12
175,100,20,21
175,100,20,14
175,100,20,10
175,100,20,12
175,100,20,11
175,100,20,11
175,100,20,10
175,100,20,12
175,100,20,16
175,100,20,16
175,100,20,13
175,100,20,18
175,100,20,14
175,100,20,16
175,100,20,13
175,100,20,14
175,100,20,11
175,100,20,11
175,100,20,11
175,100,20,24
175,100,20,13
175,100,20,10
175,100,20,14
175,100,20,16
175,100,20,19
175,100,20,13
175,100,20,10
175,100,20,16
175,100,20,16
175,100,20,21
175,100,20,11
175,100,20,15
175,100,20,13
175,100,20,11
175,100,20,10
175,100,20,11
175,100,20,15
175,100,20,13
175,100,20,22
175,100,20,12
175,100,20,13
175,100,20,12
175,100,20,14
175,100,20,20
175,100,20,14
175,100,20,13
175,100,20,15
175,100,20,11
175,100,20,12
175,100,20,15
175,100,20,11
175,100,20,13
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,11
175,100,20,12
175,100,20,14
175,100,20,12
175,100,20,13
175,100,20,15
175,100,20,12
175,100,20,15
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,13
175,100,20,10
175,100,20,20
175,100,20,9
175,100,20,15
175,100,20,13
175,100,20,18
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,13
175,100,20,14
175,100,20,14
175,100,20,14
175,100,20,13
175,100,20,12
175,100,20,11
175,100,20,11
175,100,20,16
175,100,20,13
175,100,20,15
175,100,20,18
175,100,20,13
175,100,20,20
175,100,20,11
175,100,20,11
175,100,20,12
175,100,20,10
175,100,20,14
175,100,20,9
175,100,20,17
175,100,20,10
175,100,20,11
175,100,20,13
175,100,20,13
175,100,20,11
175,100,20,11
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,12
175,100,20,19
175,100,20,10
175,100,20,13
175,100,20,19
175,100,20,9
175,100,20,14
175,100,20,10
175,100,20,13
175,100,20,11
175,100,20,12
175,100,20,15
175,100,20,14
175,100,20,11
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,14
175,100,20,14
175,100,20,13
175,100,20,12
175,100,20,21
175,100,20,10
175,100,20,12
175,100,20,11
175,100,20,17
175,100,20,14
175,100,20,13
175,100,20,15
175,100,20,17
175,100,20,16
175,100,20,14
175,100,20,14
175,100,20,11
175,100,20,15
175,100,20,11
175,100,20,10
175,100,20,11
175,100,20,19
175,100,20,13
175,100,20,14
175,100,20,12
175,100,20,17
175,100,20,10
175,100,20,15
175,100,20,13
175,100,20,11
175,100,20,15
175,100,20,13
175,100,20,12
175,100,20,11
175,100,20,11
175,100,20,18
175,100,20,14
175,100,20,16
175,100,20,9
175,100,20,13
175,100,20,17
175,100,20,15
175,100,20,12
175,100,20,11
175,100,20,14
175,100,20,15
175,100,20,11
175,100,20,8
175,100,20,14
175,100,20,10
175,100,20,13
175,100,20,12
175,100,20,19
175,100,20,12
175,100,20,14
175,100,20,11
175,100,20,14
175,100,20,9
175,100,20,12
175,100,20,13
175,100,20,12
175,100,20,12
175,100,20,12
175,100,20,12
175,100,20,10
175,100,20,13
175,100,20,20
175,100,20,10
175,100,20,19
175,100,20,17
175,100,20,13
175,100,20,16
175,100,20,13
175,100,20,14
175,100,20,16
175,100,20,10
175,100,20,14
175,100,20,13
175,100,20,22
175,100,20,14
175,100,20,14
175,100,20,19
175,100,20,11
175,100,20,11
175,100,20,15
175,100,20,13
175,100,20,16
175,100,20,19
175,100,20,10
175,100,20,14
175,100,20,11
175,100,20,17
175,100,20,15
175,100,20,13
175,100,20,10
175,100,20,20
175,100,20,12
175,100,20,14
175,100,20,12
175,100,20,17
175,100,20,14
175,100,20,14
175,100,20,13
175,100,20,13
175,100,20,16
175,100,20,16
175,100,20,16
175,100,20,9
175,100,20,11
175,100,20,11
175,100,20,18
175,100,20,11
175,100,20,12
175,100,20,10
175,100,20,14
175,100,20,14
175,100,20,13
175,100,20,12
175,100,20,13
175,100,20,16
175,100,20,11
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,10
175,100,20,19
175,100,20,10
175,100,20,13
175,100,20,11
175,100,20,11
175,100,20,12
175,100,20,15
175,100,20,15
175,100,20,14
175,100,20,12
175,100,20,14
175,100,20,12
175,100,20,14
175,100,20,16
175,100,20,10
175,100,20,14
175,100,20,11
175,100,20,17
175,100,20,15
175,100,20,12
175,100,20,11
175,100,20,16
175,100,20,10
175,100,20,15
175,100,20,16
175,100,20,18
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,11
175,100,20,14
175,100,20,17
175,100,20,12
175,100,20,13
175,100,20,15
175,100,20,15
175,100,20,11
175,100,20,12
175,100,20,12
175,100,20,18
175,100,20,15
175,100,20,16
175,100,20,14
175,100,20,13
175,100,20,13
175,100,20,10
175,100,20,12
175,100,20,14
175,100,20,10
175,100,20,13
175,100,20,17
175,100,20,10
175,100,20,17
175,100,20,13
175,100,20,13
175,100,20,16
175,100,20,12
175,100,20,13
175,100,20,12
175,100,20,15
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,12
175,100,20,11
175,100,20,13
175,100,20,13
175,100,20,18
175,100,20,19
175,100,20,13
175,100,20,11
175,100,20,12
175,100,20,15
175,100,20,14
175,100,20,11
175,100,20,11
175,100,20,17
175,100,20,10
175,100,20,14
175,100,20,20
175,100,20,10
175,100,20,14
175,100,20,15
175,100,20,14
175,100,20,13
175,100,20,16
175,100,20,13
175,100,20,12
175,100,20,11
175,100,20,12
175,100,20,11
175,100,20,15
175,100,20,12
175,100,20,13
175,100,20,10
175,100,20,16
175,100,20,15
175,100,20,13
175,100,20,9
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,11
175,100,20,14
175,100,20,17
175,100,20,13
175,100,20,11
175,100,20,15
175,100,20,13
175,100,20,10
175,100,20,15
175,100,20,9
175,100,20,20
175,100,20,11
175,100,20,13
175,100,20,18
175,100,20,14
175,100,20,19
175,100,20,12
175,100,20,14
175,100,20,12
175,100,20,19
175,100,20,13
175,100,20,18
175,100,20,13
175,100,20,13
175,100,20,11
175,100,20,12
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,15
175,100,20,11
175,100,20,18
175,100,20,13
175,100,20,13
175,100,20,13
175,100,20,14
175,100,20,11
175,100,20,12
175,100,20,11
175,100,20,11
175,100,20,12
175,100,20,12
175,100,20,19
175,100,20,20
175,100,20,12
175,100,20,18
175,100,20,11
175,100,20,11
175,100,20,10
175,100,20,15
175,100,20,12
175,100,20,12
175,100,20,13
175,100,20,12
175,100,20,11
175,100,20,18
175,100,20,13
175,100,20,11
175,100,20,13
175,100,20,11
175,100,20,12
175,100,20,16
175,100,20,12
175,100,20,15
175,100,20,18
175,100,20,15
175,100,20,9
175,100,20,14
175,100,20,19
175,100,20,14
175,100,20,15
175,100,20,15
175,100,20,16
175,100,20,11
175,100,20,12
175,100,20,17
175,100,20,16
175,100,20,13
175,100,20,13
175,100,20,10
175,100,20,18
175,100,20,12
175,100,20,16
175,100,20,10
175,100,20,11
175,100,20,9
175,100,20,10
175,100,20,14
175,100,20,12
175,100,20,14
175,100,20,11
175,100,20,17
175,100,20,11
175,100,20,15
175,100,20,16
175,100,20,20
175,100,20,10
175,100,20,14
175,100,20,14
175,100,20,12
175,100,20,11
175,100,20,12
175,100,20,12
175,100,20,16
175,100,20,13
175,100,20,17
175,100,20,13
175,100,20,12
175,100,20,15
175,100,20,14
175,100,20,16
175,100,20,16
175,100,20,21
175,100,20,10
175,100,20,16
175,100,20,13
175,100,20,12
175,100,20,14
175,100,20,15
175,100,20,14
175,100,20,10
175,100,20,12
175,100,20,11
175,100,20,12
175,100,20,17
175,100,20,15
175,100,20,12
175,100,20,14
175,100,20,11
175,100,20,14
175,100,20,13
175,100,20,10
175,100,20,14
175,100,20,12
175,100,20,9
175,100,20,14
175,100,20,13
175,100,20,14
175,100,20,13
175,100,20,13
175,100,20,15
175,100,20,17
175,100,20,25
175,100,20,13
175,100,20,16
175,100,20,15
175,100,20,14
175,100,20,11
175,100,20,12
175,100,20,11
175,100,20,15
175,100,20,13
175,100,20,19
175,100,20,13
175,100,20,12
175,100,20,12
175,100,20,15
175,100,20,10
175,100,20,13
175,100,20,13
175,100,20,15
175,100,20,14
175,100,20,14
175,100,20,13
175,100,20,14
175,100,20,16
175,100,20,9
175,100,20,15
175,100,20,13
175,100,20,16
175,100,20,14
175,100,20,13
175,100,20,14
175,100,20,13
175,100,20,11
175,100,20,19
175,100,20,11
175,100,20,11
175,100,20,11
175,100,20,12
175,100,20,10
175,100,20,16
175,100,20,14
175,100,20,17
175,100,20,13
175,100,20,12
175,100,20,16
175,100,20,12
175,100,20,16
175,100,20,13
175,100,20,13
175,100,20,12
175,100,20,10
175,100,20,10
175,100,20,15
175,100,20,19
175,100,20,9
175,100,20,14
175,100,20,17
175,100,20,11
175,100,20,10
175,100,20,12
175,100,20,14
175,100,20,11
175,100,20,16
175,100,20,11
175,100,20,11
175,100,20,11
175,100,20,21
175,100,20,11
175,100,20,13
175,100,20,12
175,100,20,13
175,100,20,10
175,100,20,14
175,100,20,15
175,100,20,15
175,100,20,13
175,100,20,14
175,100,20,11
175,100,20,10
175,100,20,22
175,100,20,12
175,100,20,16
175,100,20,18
175,100,20,13
175,100,20,12
175,100,20,11
175,100,20,16
175,100,20,11
175,100,20,13
175,100,20,14
175,100,20,10
175,100,20,11
175,100,20,13
175,100,20,12
175,100,20,13
175,100,20,16
175,100,20,11
175,100,20,14
175,100,20,13
175,100,20,13
175,100,20,15
175,100,20,16
175,100,20,14
175,100,20,15
175,100,20,17
175,100,20,15
175,100,20,10
175,100,20,15
175,100,20,17
175,100,20,16
175,100,20,13
175,100,20,10
175,100,20,11
175,100,20,17
175,100,20,17
175,100,20,14
175,100,20,13
175,100,20,19
175,100,20,9
175,100,20,16
175,100,20,11
175,100,20,16
175,100,20,16
175,100,20,12
175,100,20,13
175,100,20,12
175,100,20,15
175,100,20,13
175,100,20,17
175,100,20,16
175,100,20,12
175,100,20,10
175,100,20,9
175,100,20,13
200,100,20,10
200,100,20,10
200,100,20,10
200,100,20,9
200,100,20,12
200,100,20,14
200,100,20,12
200,100,20,12
200,100,20,15
200,100,20,12
200,100,20,14
200,100,20,13
200,100,20,12
200,100,20,16
200,100,20,11
200,100,20,13
200,100,20,14
200,100,20,14
200,100,20,14
200,100,20,9
200,100,20,11
200,100,20,10
200,100,20,10
200,100,20,13
200,100,20,15
200,100,20,12
200,100,20,11
200,100,20,8
200,100,20,9
200,100,20,12
200,100,20,10
200,100,20,10
200,100,20,16
200,100,20,12
200,100,20,18
200,100,20,10
200,100,20,15
200,100,20,14
200,100,20,9
200,100,20,16
200,100,20,9
200,100,20,10
200,100,20,14
200,100,20,11
200,100,20,13
200,100,20,10
200,100,20,16
200,100,20,13
200,100,20,14
200,100,20,12
200,100,20,16
200,100,20,14
200,100,20,12
200,100,20,14
200,100,20,10
200,100,20,9
200,100,20,16
200,100,20,13
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,15
200,100,20,16
200,100,20,13
200,100,20,9
200,100,20,10
200,100,20,12
200,100,20,15
200,100,20,9
200,100,20,12
200,100,20,13
200,100,20,10
200,100,20,10
200,100,20,10
200,100,20,14
200,100,20,11
200,100,20,12
200,100,20,7
200,100,20,17
200,100,20,12
200,100,20,12
200,100,20,12
200,100,20,15
200,100,20,12
200,100,20,12
200,100,20,10
200,100,20,14
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,9
200,100,20,14
200,100,20,15
200,100,20,11
200,100,20,12
200,100,20,11
200,100,20,12
200,100,20,11
200,100,20,14
200,100,20,10
200,100,20,11
200,100,20,13
200,100,20,10
200,100,20,11
200,100,20,13
200,100,20,13
200,100,20,9
200,100,20,11
200,100,20,13
200,100,20,9
200,100,20,14
200,100,20,12
200,100,20,12
200,100,20,11
200,100,20,10
200,100,20,11
200,100,20,10
200,100,20,14
200,100,20,10
200,100,20,13
200,100,20,10
200,100,20,10
200,100,20,9
200,100,20,14
200,100,20,13
200,100,20,11
200,100,20,16
200,100,20,13
200,100,20,12
200,100,20,14
200,100,20,12
200,100,20,11
200,100,20,13
200,100,20,15
200,100,20,15
200,100,20,10
200,100,20,15
200,100,20,12
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,16
200,100,20,19
200,100,20,11
200,100,20,13
200,100,20,9
200,100,20,10
200,100,20,9
200,100,20,10
200,100,20,12
200,100,20,11
200,100,20,17
200,100,20,12
200,100,20,13
200,100,20,13
200,100,20,19
200,100,20,10
200,100,20,11
200,100,20,9
200,100,20,13
200,100,20,15
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,10
200,100,20,9
200,100,20,10
200,100,20,12
200,100,20,18
200,100,20,10
200,100,20,10
200,100,20,9
200,100,20,14
200,100,20,14
200,100,20,11
200,100,20,10
200,100,20,12
200,100,20,12
200,100,20,11
200,100,20,9
200,100,20,11
200,100,20,9
200,100,20,12
200,100,20,17
200,100,20,13
200,100,20,19
200,100,20,14
200,100,20,9
200,100,20,12
200,100,20,12
200,100,20,10
200,100,20,17
200,100,20,13
200,100,20,12
200,100,20,17
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,9
200,100,20,14
200,100,20,10
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,10
200,100,20,16
200,100,20,10
200,100,20,10
200,100,20,10
200,100,20,14
200,100,20,12
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,15
200,100,20,10
200,100,20,13
200,100,20,12
200,100,20,9
200,100,20,9
200,100,20,10
200,100,20,15
200,100,20,13
200,100,20,10
200,100,20,12
200,100,20,14
200,100,20,12
200,100,20,12
200,100,20,9
200,100,20,11
200,100,20,11
200,100,20,13
200,100,20,14
200,100,20,20
200,100,20,10
200,100,20,12
200,100,20,10
200,100,20,9
200,100,20,9
200,100,20,9
200,100,20,14
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,16
200,100,20,16
200,100,20,10
200,100,20,14
200,100,20,13
200,100,20,14
200,100,20,10
200,100,20,12
200,100,20,14
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,16
200,100,20,8
200,100,20,10
200,100,20,12
200,100,20,14
200,100,20,10
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,13
200,100,20,11
200,100,20,13
200,100,20,13
200,100,20,15
200,100,20,14
200,100,20,11
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,9
200,100,20,10
200,100,20,9
200,100,20,9
200,100,20,11
200,100,20,9
200,100,20,11
200,100,20,10
200,100,20,12
200,100,20,10
200,100,20,15
200,100,20,11
200,100,20,10
200,100,20,11
200,100,20,13
200,100,20,14
200,100,20,12
200,100,20,12
200,100,20,11
200,100,20,9
200,100,20,10
200,100,20,15
200,100,20,9
200,100,20,14
200,100,20,12
200,100,20,9
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,9
200,100,20,11
200,100,20,11
200,100,20,12
200,100,20,17
200,100,20,12
200,100,20,12
200,100,20,14
200,100,20,15
200,100,20,10
200,100,20,13
200,100,20,12
200,100,20,12
200,100,20,10
200,100,20,11
200,100,20,11
200,100,20,12
200,100,20,16
200,100,20,8
200,100,20,11
200,100,20,15
200,100,20,15
200,100,20,13
200,100,20,12
200,100,20,10
200,100,20,11
200,100,20,15
200,100,20,13
200,100,20,13
200,100,20,11
200,100,20,9
200,100,20,10
200,100,20,13
200,100,20,13
200,100,20,11
200,100,20,10
200,100,20,9
200,100,20,8
200,100,20,12
200,100,20,10
200,100,20,8
200,100,20,12
200,100,20,10
200,100,20,17
200,100,20,9
200,100,20,8
200,100,20,11
200,100,20,10
200,100,20,13
200,100,20,17
200,100,20,11
200,100,20,9
200,100,20,10
200,100,20,13
200,100,20,10
200,100,20,15
200,100,20,10
200,100,20,14
200,100,20,10
200,100,20,16
200,100,20,11
200,100,20,12
200,100,20,17
200,100,20,12
200,100,20,11
200,100,20,9
200,100,20,19
200,100,20,13
200,100,20,10
200,100,20,16
200,100,20,10
200,100,20,12
200,100,20,15
200,100,20,10
200,100,20,13
200,100,20,15
200,100,20,15
200,100,20,9
200,100,20,13
200,100,20,11
200,100,20,12
200,100,20,15
200,100,20,15
200,100,20,16
200,100,20,11
200,100,20,13
200,100,20,9
200,100,20,10
200,100,20,10
200,100,20,8
200,100,20,10
200,100,20,16
200,100,20,11
200,100,20,8
200,100,20,11
200,100,20,11
200,100,20,14
200,100,20,14
200,100,20,13
200,100,20,13
200,100,20,11
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,16
200,100,20,21
200,100,20,12
200,100,20,14
200,100,20,14
200,100,20,9
200,100,20,13
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,11
200,100,20,14
200,100,20,14
200,100,20,10
200,100,20,10
200,100,20,13
200,100,20,12
200,100,20,8
200,100,20,12
200,100,20,11
200,100,20,12
200,100,20,15
200,100,20,14
200,100,20,11
200,100,20,15
200,100,20,11
200,100,20,9
200,100,20,13
200,100,20,10
200,100,20,11
200,100,20,8
200,100,20,11
200,100,20,18
200,100,20,11
200,100,20,10
200,100,20,12
200,100,20,11
200,100,20,13
200,100,20,9
200,100,20,10
200,100,20,13
200,100,20,11
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,10
200,100,20,15
200,100,20,18
200,100,20,12
200,100,20,9
200,100,20,13
200,100,20,14
200,100,20,11
200,100,20,10
200,100,20,14
200,100,20,16
200,100,20,14
200,100,20,12
200,100,20,16
200,100,20,9
200,100,20,9
200,100,20,12
200,100,20,10
200,100,20,12
200,100,20,9
200,100,20,10
200,100,20,10
200,100,20,19
200,100,20,13
200,100,20,11
200,100,20,8
200,100,20,13
200,100,20,13
200,100,20,10
200,100,20,12
200,100,20,14
200,100,20,17
200,100,20,11
200,100,20,10
200,100,20,9
200,100,20,14
200,100,20,9
200,100,20,18
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,11
200,100,20,10
200,100,20,10
200,100,20,14
200,100,20,12
200,100,20,17
200,100,20,14
200,100,20,12
200,100,20,11
200,100,20,13
200,100,20,10
200,100,20,16
200,100,20,13
200,100,20,9
200,100,20,15
200,100,20,10
200,100,20,10
200,100,20,16
200,100,20,12
200,100,20,16
200,100,20,12
200,100,20,10
200,100,20,11
200,100,20,13
200,100,20,11
200,100,20,15
200,100,20,14
200,100,20,8
200,100,20,12
200,100,20,8
200,100,20,10
200,100,20,14
200,100,20,16
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,9
200,100,20,18
200,100,20,13
200,100,20,13
200,100,20,13
200,100,20,12
200,100,20,11
200,100,20,10
200,100,20,13
200,100,20,8
200,100,20,10
200,100,20,13
200,100,20,10
200,100,20,13
200,100,20,13
200,100,20,8
200,100,20,13
200,100,20,12
200,100,20,16
200,100,20,17
200,100,20,13
200,100,20,10
200,100,20,15
200,100,20,12
200,100,20,14
200,100,20,14
200,100,20,12
200,100,20,14
200,100,20,11
200,100,20,15
200,100,20,13
200,100,20,12
200,100,20,14
200,100,20,10
200,100,20,10
200,100,20,15
200,100,20,10
200,100,20,11
200,100,20,11
200,100,20,13
200,100,20,11
200,100,20,12
200,100,20,9
200,100,20,12
200,100,20,13
200,100,20,15
200,100,20,8
200,100,20,10
200,100,20,12
200,100,20,11
200,100,20,12
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,14
200,100,20,10
200,100,20,12
200,100,20,9
200,100,20,12
200,100,20,10
200,100,20,10
200,100,20,15
200,100,20,11
200,100,20,12
200,100,20,8
200,100,20,14
200,100,20,9
200,100,20,9
200,100,20,10
200,100,20,11
200,100,20,8
200,100,20,11
200,100,20,16
200,100,20,12
200,100,20,8
200,100,20,11
200,100,20,11
200,100,20,9
200,100,20,10
200,100,20,14
200,100,20,12
200,100,20,9
200,100,20,11
200,100,20,14
200,100,20,16
200,100,20,14
200,100,20,15
200,100,20,15
200,100,20,12
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,10
200,100,20,15
200,100,20,10
200,100,20,14
200,100,20,6
200,100,20,16
200,100,20,12
200,100,20,10
200,100,20,14
200,100,20,14
200,100,20,12
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,17
200,100,20,15
200,100,20,11
200,100,20,10
200,100,20,10
200,100,20,10
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,12
200,100,20,11
200,100,20,11
200,100,20,19
200,100,20,12
200,100,20,9
200,100,20,13
200,100,20,9
200,100,20,12
200,100,20,10
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,13
200,100,20,11
200,100,20,10
200,100,20,9
200,100,20,10
200,100,20,11
200,100,20,15
200,100,20,7
200,100,20,10
200,100,20,14
200,100,20,14
200,100,20,11
200,100,20,14
200,100,20,13
200,100,20,12
200,100,20,10
200,100,20,12
200,100,20,11
200,100,20,15
200,100,20,11
200,100,20,11
200,100,20,13
200,100,20,14
200,100,20,14
200,100,20,10
200,100,20,9
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,9
200,100,20,11
200,100,20,11
200,100,20,10
200,100,20,13
200,100,20,10
200,100,20,9
200,100,20,15
200,100,20,15
200,100,20,15
200,100,20,10
200,100,20,10
200,100,20,11
200,100,20,14
200,100,20,10
200,100,20,12
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,10
200,100,20,8
200,100,20,12
200,100,20,10
200,100,20,9
200,100,20,12
200,100,20,15
200,100,20,9
200,100,20,12
200,100,20,13
200,100,20,15
200,100,20,10
200,100,20,12
200,100,20,10
200,100,20,12
200,100,20,8
200,100,20,11
200,100,20,14
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,13
200,100,20,10
200,100,20,11
200,100,20,13
200,100,20,10
200,100,20,18
200,100,20,12
200,100,20,12
200,100,20,14
200,100,20,14
200,100,20,12
200,100,20,16
200,100,20,13
200,100,20,11
200,100,20,13
200,100,20,13
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,12
200,100,20,14
200,100,20,9
200,100,20,13
200,100,20,8
200,100,20,9
200,100,20,12
200,100,20,10
200,100,20,13
200,100,20,14
200,100,20,14
200,100,20,13
200,100,20,13
200,100,20,8
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,11
200,100,20,14
200,100,20,12
200,100,20,16
200,100,20,18
200,100,20,10
200,100,20,10
200,100,20,11
200,100,20,17
200,100,20,15
200,100,20,14
200,100,20,12
200,100,20,8
200,100,20,11
200,100,20,11
200,100,20,13
200,100,20,9
200,100,20,11
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,10
200,100,20,14
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,11
200,100,20,17
200,100,20,14
200,100,20,16
200,100,20,11
200,100,20,13
200,100,20,14
200,100,20,16
200,100,20,14
200,100,20,11
200,100,20,13
200,100,20,10
200,100,20,13
200,100,20,10
200,100,20,13
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,9
200,100,20,16
200,100,20,11
200,100,20,14
200,100,20,9
200,100,20,9
200,100,20,11
200,100,20,11
200,100,20,14
200,100,20,12
200,100,20,10
200,100,20,11
200,100,20,13
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,12
200,100,20,11
200,100,20,14
200,100,20,13
200,100,20,13
200,100,20,10
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,12
200,100,20,12
200,100,20,13
200,100,20,12
200,100,20,12
200,100,20,7
200,100,20,11
200,100,20,17
200,100,20,10
200,100,20,10
200,100,20,12
200,100,20,14
200,100,20,11
200,100,20,11
200,100,20,15
200,100,20,9
200,100,20,11
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,11
200,100,20,16
200,100,20,13
200,100,20,13
200,100,20,12
200,100,20,13
200,100,20,13
200,100,20,13
200,100,20,11
200,100,20,13
200,100,20,15
200,100,20,11
200,100,20,11
200,100,20,22
200,100,20,8
200,100,20,10
200,100,20,12
200,100,20,11
200,100,20,9
200,100,20,13
200,100,20,11
200,100,20,14
200,100,20,13
200,100,20,14
200,100,20,14
200,100,20,11
200,100,20,13
200,100,20,13
200,100,20,10
200,100,20,13
200,100,20,9
200,100,20,10
200,100,20,13
200,100,20,10
200,100,20,11
200,100,20,11
200,100,20,21
200,100,20,17
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,15
200,100,20,12
200,100,20,10
200,100,20,16
200,100,20,14
200,100,20,10
200,100,20,10
200,100,20,13
200,100,20,12
200,100,20,14
200,100,20,10
200,100,20,13
200,100,20,12
200,100,20,9
200,100,20,15
200,100,20,10
200,100,20,8
200,100,20,9
200,100,20,13
200,100,20,9
200,100,20,8
200,100,20,10
200,100,20,14
200,100,20,9
200,100,20,11
200,100,20,11
200,100,20,11
200,100,20,13
200,100,20,18
200,100,20,13
200,100,20,16
200,100,20,14
200,100,20,12
200,100,20,13
200,100,20,15
200,100,20,13
200,100,20,12
200,100,20,15
200,100,20,11
200,100,20,10
200,100,20,10
200,100,20,8
200,100,20,11
200,100,20,10
200,100,20,12
200,100,20,13
200,100,20,9
200,100,20,16
200,100,20,15
200,100,20,11
200,100,20,9
200,100,20,10
200,100,20,10
200,100,20,11
200,100,20,16
200,100,20,14
200,100,20,9
200,100,20,13
200,100,20,15
200,100,20,12
200,100,20,15
200,100,20,11
200,100,20,10
200,100,20,11
200,100,20,14
200,100,20,11
200,100,20,16
200,100,20,9
200,100,20,11
200,100,20,12
200,100,20,10
200,100,20,12
200,100,20,9
200,100,20,12
200,100,20,9
200,100,20,10
200,100,20,10
200,100,20,9
200,100,20,14
100,100,10,54
100,100,10,67
100,100,10,56
100,100,10,48
100,100,10,71
100,100,10,43
100,100,10,56
100,100,10,61
100,100,10,72
100,100,10,57
